Batches,Layer,Method,Kendall_Tau,Spearman,Top30_Overlap_Pct
50,layer1.0.conv1,Fisher Diag,0.9484126984126985,0.9944139194139194,94.73684210526315
50,layer1.0.conv1,Taylor 1st-order,0.9484126984126985,0.9944139194139194,94.73684210526315
50,layer1.0.conv1,Gradient Magnitude,0.6994047619047619,0.8555402930402929,94.73684210526315
50,layer1.0.conv1,Magnitude (Sigma),0.9047619047619047,0.9842490842490841,100.0
50,layer1.0.conv1,Energy (Sigma^2),0.9047619047619047,0.9842490842490841,100.0
50,layer1.0.conv1,True Loss Increase,0.5619112345800947,0.7052438930036534,89.47368421052632
50,layer1.0.conv2,Hessian Full,1.0,0.9999999999999998,100.0
50,layer1.0.conv2,Hessian Diag,1.0,0.9999999999999998,100.0
50,layer1.0.conv2,Fisher Full,1.0,0.9999999999999998,100.0
50,layer1.0.conv2,Fisher Diag,0.929563492063492,0.9911172161172159,100.0
50,layer1.0.conv2,Taylor 1st-order,0.929563492063492,0.9911172161172159,100.0
